,system,site,lat,lon,datetime,samplecode,datecollect,variable,value,unit,sampledepth_m,groupname,timecollect
1,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1500-98,8/12/2022,chl a,9.83,ugL-1,0.25,flame,9:48
2,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1501-98,8/12/2022,chl a,26.1,ugL-1,0.25,flame,9:48
3,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1502-98,8/12/2022,chl a,14.6,ugL-1,0.25,flame,9:48
4,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1503-98,8/12/2022,chl a,13.7,ugL-1,0.25,flame,10:17
5,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1504-98,8/12/2022,chl a,9.08,ugL-1,0.25,flame,10:17
6,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1505-98,8/12/2022,chl a,6.58,ugL-1,0.25,flame,10:17
7,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1506-98,8/12/2022,chl a,64.3,ugL-1,0.25,flame,11:08
8,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1507-98,8/12/2022,chl a,58,ugL-1,0.25,flame,11:08
9,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1508-98,8/12/2022,chl a,40.9,ugL-1,0.25,flame,11:08
10,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1509-98,8/12/2022,chl a,18.4,ugL-1,0.25,flame,11:41
11,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1510-98,8/12/2022,chl a,5.81,ugL-1,0.25,flame,11:41
12,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1511-98,8/12/2022,chl a,4.65,ugL-1,0.25,flame,11:41
13,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1512-98,8/12/2022,chl a,20.1,ugL-1,0.25,flame,12:05
14,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1513-98,8/12/2022,chl a,25.3,ugL-1,0.25,flame,12:05
15,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1514-98,8/12/2022,chl a,33.2,ugL-1,0.25,flame,12:05
16,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1190-16,8/12/2022,afdm,6.5,mg/L,0.25,flame,9:48
17,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1093-01,8/12/2022,nh4n,0.0307,mgL-1,0.25,flame,9:48
18,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1094-01,8/12/2022,nh4n,0.0125,mgL-1,0.25,flame,9:48
19,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1095-01,8/12/2022,nh4n,0.0109,mgL-1,0.25,flame,9:48
20,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1093-01,8/12/2022,no3n,0.00928,mgL-1,0.25,flame,9:48
21,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1094-01,8/12/2022,no3n,0.00587,mgL-1,0.25,flame,9:48
22,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1095-01,8/12/2022,no3n,-0.000622,mgL-1,0.25,flame,9:48
23,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1093-01,8/12/2022,srp,0.00536,mgL-1,0.25,flame,9:48
24,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1094-01,8/12/2022,srp,0.0169,mgL-1,0.25,flame,9:48
25,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1095-01,8/12/2022,srp,0.0192,mgL-1,0.25,flame,9:48
26,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1006-01,8/12/2022,tdn,0.916,mgL-1,0.25,flame,9:48
27,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1007-01,8/12/2022,tdn,0.959,mgL-1,0.25,flame,9:48
28,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1008-01,8/12/2022,tdn,0.817,mgL-1,0.25,flame,9:48
29,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1008-01,8/12/2022,tdn,0.817,mgL-1,0.25,flame,9:48
30,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1006-01,8/12/2022,tdp,0.0546,mgL-1,0.25,flame,9:48
31,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1007-01,8/12/2022,tdp,0.0571,mgL-1,0.25,flame,9:48
32,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1008-01,8/12/2022,tdp,0.0482,mgL-1,0.25,flame,9:48
33,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1008-01,8/12/2022,tdp,0.0473,mgL-1,0.25,flame,9:48
34,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0707-04,8/12/2022,tn,1.2,mgL-1,0.25,flame,9:48
35,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0711-04,8/12/2022,tn,1.18,mgL-1,0.25,flame,9:48
36,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0720-04,8/12/2022,tn,1.19,mgL-1,0.25,flame,9:48
37,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0707-04,8/12/2022,tp,0.0874,mgL-1,0.25,flame,9:48
38,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0707-04,8/12/2022,tp,0.091,mgL-1,0.25,flame,9:48
39,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0711-04,8/12/2022,tp,0.0935,mgL-1,0.25,flame,9:48
40,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,0720-04,8/12/2022,tp,0.0968,mgL-1,0.25,flame,9:48
41,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1190-16,8/12/2022,tss,15.5,mg/L,0.25,flame,9:48
42,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1190-16,8/12/2022,turbidity,15.6,NTU,0.25,flame,9:48
43,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1191-16,8/12/2022,afdm,8.5,mg/L,0.25,flame,10:17
44,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1096-01,8/12/2022,nh4n,0.0334,mgL-1,0.25,flame,10:17
45,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1097-01,8/12/2022,nh4n,0.0108,mgL-1,0.25,flame,10:17
46,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1098-01,8/12/2022,nh4n,0.0118,mgL-1,0.25,flame,10:17
47,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1096-01,8/12/2022,no3n,0.00485,mgL-1,0.25,flame,10:17
48,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1097-01,8/12/2022,no3n,-0.000871,mgL-1,0.25,flame,10:17
49,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1098-01,8/12/2022,no3n,-0.00222,mgL-1,0.25,flame,10:17
50,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1096-01,8/12/2022,srp,0.0855,mgL-1,0.25,flame,10:17
51,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1097-01,8/12/2022,srp,0.0793,mgL-1,0.25,flame,10:17
52,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1098-01,8/12/2022,srp,0.0833,mgL-1,0.25,flame,10:17
53,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1009-01,8/12/2022,tdn,0.913,mgL-1,0.25,flame,10:17
54,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1010-01,8/12/2022,tdn,0.853,mgL-1,0.25,flame,10:17
55,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1011-01,8/12/2022,tdn,0.889,mgL-1,0.25,flame,10:17
56,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1009-01,8/12/2022,tdp,0.132,mgL-1,0.25,flame,10:17
57,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1010-01,8/12/2022,tdp,0.129,mgL-1,0.25,flame,10:17
58,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1011-01,8/12/2022,tdp,0.133,mgL-1,0.25,flame,10:17
59,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,0710-04,8/12/2022,tn,0.949,mgL-1,0.25,flame,10:17
60,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,0764-02,8/12/2022,tn,0.951,mgL-1,0.25,flame,10:17
61,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,0765-02,8/12/2022,tn,0.933,mgL-1,0.25,flame,10:17
62,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,0710-04,8/12/2022,tp,0.168,mgL-1,0.25,flame,10:17
63,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,0764-02,8/12/2022,tp,0.18,mgL-1,0.25,flame,10:17
64,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,0765-02,8/12/2022,tp,0.173,mgL-1,0.25,flame,10:17
65,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1191-16,8/12/2022,tss,34.5,mg/L,0.25,flame,10:17
66,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1191-16,8/12/2022,turbidity,67.3,NTU,0.25,flame,10:17
67,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1188-16,8/12/2022,afdm,4,mg/L,0.25,flame,11:08
68,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1099-01,8/12/2022,nh4n,0.0127,mgL-1,0.25,flame,11:08
69,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1100-01,8/12/2022,nh4n,0.0414,mgL-1,0.25,flame,11:08
70,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1101-01,8/12/2022,nh4n,0.016,mgL-1,0.25,flame,11:08
71,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1099-01,8/12/2022,no3n,-0.00235,mgL-1,0.25,flame,11:08
72,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1100-01,8/12/2022,no3n,0.00331,mgL-1,0.25,flame,11:08
73,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1101-01,8/12/2022,no3n,-0.0187,mgL-1,0.25,flame,11:08
74,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1099-01,8/12/2022,srp,0.0416,mgL-1,0.25,flame,11:08
75,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1100-01,8/12/2022,srp,0.00567,mgL-1,0.25,flame,11:08
76,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1101-01,8/12/2022,srp,0.0483,mgL-1,0.25,flame,11:08
77,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1012-01,8/12/2022,tdn,0.825,mgL-1,0.25,flame,11:08
78,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1013-01,8/12/2022,tdn,0.915,mgL-1,0.25,flame,11:08
79,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1014-01,8/12/2022,tdn,0.857,mgL-1,0.25,flame,11:08
80,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1012-01,8/12/2022,tdp,0.0672,mgL-1,0.25,flame,11:08
81,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1012-01,8/12/2022,tdp,0.0644,mgL-1,0.25,flame,11:08
82,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1013-01,8/12/2022,tdp,0.0797,mgL-1,0.25,flame,11:08
83,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1014-01,8/12/2022,tdp,0.0606,mgL-1,0.25,flame,11:08
84,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,0718-04,8/12/2022,tn,1.12,mgL-1,0.25,flame,11:08
85,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,0726-04,8/12/2022,tn,1.1,mgL-1,0.25,flame,11:08
86,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,0718-04,8/12/2022,tp,0.107,mgL-1,0.25,flame,11:08
87,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,0726-04,8/12/2022,tp,0.112,mgL-1,0.25,flame,11:08
88,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,0726-04,8/12/2022,tp,0.115,mgL-1,0.25,flame,11:08
89,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1188-16,8/12/2022,tss,9,mg/L,0.25,flame,11:08
90,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1188-16,8/12/2022,turbidity,11.8,NTU,0.25,flame,11:08
91,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1194-16,8/12/2022,afdm,3.5,mg/L,0.25,flame,11:41
92,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1105-01,8/12/2022,nh4n,0.0152,mgL-1,0.25,flame,11:41
93,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1105-01,8/12/2022,nh4n,0.0133,mgL-1,0.25,flame,11:41
94,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1106-01,8/12/2022,nh4n,0.0282,mgL-1,0.25,flame,11:41
95,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1107-01,8/12/2022,nh4n,0.0166,mgL-1,0.25,flame,11:41
96,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1105-01,8/12/2022,no3n,0.0000217,mgL-1,0.25,flame,11:41
97,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1105-01,8/12/2022,no3n,-0.000611,mgL-1,0.25,flame,11:41
98,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1106-01,8/12/2022,no3n,-0.000923,mgL-1,0.25,flame,11:41
99,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1107-01,8/12/2022,no3n,0.00197,mgL-1,0.25,flame,11:41
100,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1105-01,8/12/2022,srp,0.0766,mgL-1,0.25,flame,11:41
101,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1105-01,8/12/2022,srp,0.0761,mgL-1,0.25,flame,11:41
102,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1106-01,8/12/2022,srp,0.068,mgL-1,0.25,flame,11:41
103,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1107-01,8/12/2022,srp,0.065,mgL-1,0.25,flame,11:41
104,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1018-01,8/12/2022,tdn,0.838,mgL-1,0.25,flame,11:41
105,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1019-01,8/12/2022,tdn,0.819,mgL-1,0.25,flame,11:41
106,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1020-01,8/12/2022,tdn,0.864,mgL-1,0.25,flame,11:41
107,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1018-01,8/12/2022,tdp,0.103,mgL-1,0.25,flame,11:41
108,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1019-01,8/12/2022,tdp,0.0939,mgL-1,0.25,flame,11:41
109,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1020-01,8/12/2022,tdp,0.0965,mgL-1,0.25,flame,11:41
110,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,0712-04,8/12/2022,tn,0.998,mgL-1,0.25,flame,11:41
111,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,0724-04,8/12/2022,tn,1.02,mgL-1,0.25,flame,11:41
112,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,0712-04,8/12/2022,tp,0.138,mgL-1,0.25,flame,11:41
113,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,0724-04,8/12/2022,tp,0.143,mgL-1,0.25,flame,11:41
114,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1194-16,8/12/2022,tss,18.5,mg/L,0.25,flame,11:41
115,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1194-16,8/12/2022,turbidity,27.2,NTU,0.25,flame,11:41
116,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1193-16,8/12/2022,afdm,5.5,mg/L,0.25,flame,12:05
117,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1084-01,8/12/2022,nh4n,0.00945,mgL-1,0.25,flame,12:05
118,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1085-01,8/12/2022,nh4n,0.00853,mgL-1,0.25,flame,12:05
119,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1086-01,8/12/2022,nh4n,0.0078,mgL-1,0.25,flame,12:05
120,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1084-01,8/12/2022,no3n,0.00555,mgL-1,0.25,flame,12:05
121,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1085-01,8/12/2022,no3n,0.00527,mgL-1,0.25,flame,12:05
122,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1086-01,8/12/2022,no3n,0.00204,mgL-1,0.25,flame,12:05
123,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1084-01,8/12/2022,srp,0.0847,mgL-1,0.25,flame,12:05
124,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1085-01,8/12/2022,srp,0.0931,mgL-1,0.25,flame,12:05
125,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1086-01,8/12/2022,srp,0.0947,mgL-1,0.25,flame,12:05
126,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0994-01,8/12/2022,tdn,0.84,mgL-1,0.25,flame,12:05
127,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0994-01,8/12/2022,tdn,0.839,mgL-1,0.25,flame,12:05
128,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0995-01,8/12/2022,tdn,0.884,mgL-1,0.25,flame,12:05
129,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0996-01,8/12/2022,tdn,1.65,mgL-1,0.25,flame,12:05
130,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0994-01,8/12/2022,tdp,0.122,mgL-1,0.25,flame,12:05
131,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0995-01,8/12/2022,tdp,0.118,mgL-1,0.25,flame,12:05
132,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0996-01,8/12/2022,tdp,0.124,mgL-1,0.25,flame,12:05
133,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0732-04,8/12/2022,tn,1.05,mgL-1,0.25,flame,12:05
134,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0733-04,8/12/2022,tn,1.08,mgL-1,0.25,flame,12:05
135,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0767-02,8/12/2022,tn,1.08,mgL-1,0.25,flame,12:05
136,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0732-04,8/12/2022,tp,0.169,mgL-1,0.25,flame,12:05
137,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0733-04,8/12/2022,tp,0.171,mgL-1,0.25,flame,12:05
138,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,0767-02,8/12/2022,tp,0.173,mgL-1,0.25,flame,12:05
139,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1193-16,8/12/2022,tss,25,mg/L,0.25,flame,12:05
140,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1193-16,8/12/2022,turbidity,33.8,NTU,0.25,flame,12:05
141,Lake Red Bluff,RB1,31.901717,-103.913717,8/8/2022 10:38,1482-98,8/8/2022,chl a,19.2,ugL-1,0.25,flame,10:38
142,Lake Red Bluff,RB1,31.901717,-103.913717,8/8/2022 10:38,1483-98,8/8/2022,chl a,10.2,ugL-1,0.25,flame,10:38
143,Lake Red Bluff,RB1,31.901717,-103.913717,8/8/2022 10:38,1484-98,8/8/2022,chl a,10.8,ugL-1,0.25,flame,10:38
144,Lake Red Bluff,RB2,32.00235,-103.979733,8/8/2022 11:35,1485-98,8/8/2022,chl a,49.7,ugL-1,0.25,flame,11:35
145,Lake Red Bluff,RB2,32.00235,-103.979733,8/8/2022 11:35,1486-98,8/8/2022,chl a,39.1,ugL-1,0.25,flame,11:35
146,Lake Red Bluff,RB2,32.00235,-103.979733,8/8/2022 11:35,1487-98,8/8/2022,chl a,74.3,ugL-1,0.25,flame,11:35
147,Lake Red Bluff,RB3,31.986317,-103.981383,8/8/2022 11:52,1488-98,8/8/2022,chl a,54.5,ugL-1,0.25,flame,11:52
148,Lake Red Bluff,RB3,31.986317,-103.981383,8/8/2022 11:52,1489-98,8/8/2022,chl a,71.8,ugL-1,0.25,flame,11:52
149,Lake Red Bluff,RB3,31.986317,-103.981383,8/8/2022 11:52,1490-98,8/8/2022,chl a,50.2,ugL-1,0.25,flame,11:52
150,Lake Red Bluff,RB4,31.969367,-103.947133,8/8/2022 12:12,1491-98,8/8/2022,chl a,23.2,ugL-1,0.25,flame,12:12
151,Lake Red Bluff,RB4,31.969367,-103.947133,8/8/2022 12:12,1492-98,8/8/2022,chl a,13,ugL-1,0.25,flame,12:12
152,Lake Red Bluff,RB4,31.969367,-103.947133,8/8/2022 12:12,1493-98,8/8/2022,chl a,16.8,ugL-1,0.25,flame,12:12
153,Lake Red Bluff,RB5,31.9463,-103.942183,8/8/2022 12:25,1494-98,8/8/2022,chl a,19.1,ugL-1,0.25,flame,12:25
154,Lake Red Bluff,RB5,31.9463,-103.942183,8/8/2022 12:25,1495-98,8/8/2022,chl a,23.9,ugL-1,0.25,flame,12:25
155,Lake Red Bluff,RB5,31.9463,-103.942183,8/8/2022 12:25,1496-98,8/8/2022,chl a,19.3,ugL-1,0.25,flame,12:25
156,Lake Red Bluff,RB6,31.928883,-103.91895,8/8/2022 12:38,1497-98,8/8/2022,chl a,13.3,ugL-1,0.25,flame,12:38
