,site_id,nars_name,state,lat,lon,date,secchi (m),turb (ntu),area_ha,group,visit_no
756,NLA17_NE-10040,NLA17_NE-10040,NE,40.9465,-100.242,8/22/2017,0.135,34.4,4.71896,all,1
757,NLA17_NE-10047,NLA17_NE-10047,NE,41.0912,-97.5815,8/10/2017,0.075,220,3.77163,all,1
758,NLA17_NE-10054,NLA17_NE-10054,NE,41.1205,-96.3402,8/1/2017,0.575,8.67,10.3988,all,1
759,NLA17_NE-10059,NLA17_NE-10059,NE,40.8766,-100.068,7/10/2017,0.68,8.09,8.05485,all,1
760,NLA17_NE-10064,NLA17_NE-10064,NE,40.6848,-99.3764,8/9/2017,1.25,3.57,3.18987,all,1
761,NLA17_NE-10067,NLA17_NE-10067,NE,41.0873,-100.628,8/23/2017,0.825,12.8,7.9175,all,1
762,NLA17_NE-10070,NLA17_NE-10070,NE,41.4401,-96.7331,8/30/2017,0.53,6.35,1.40274,all,1
763,NLA17_NE-HP004,NLA17_NE-HP004,NE,42.4584,-103.116,6/15/2017,3.6,1.76,617.287,all,1
764,NLA17_NJ-10008,NLA17_NJ-10008,NJ,40.2255,-74.0052,7/12/2017,0.45,9.25,4.62674,all,1
765,NLA17_NJ-10010,NLA17_NJ-10010,NJ,39.935,-74.9239,8/8/2017,0.325,19.4,3.3961,all,1
766,NLA17_NJ-10023,NLA17_NJ-10023,NJ,40.9737,-74.2479,7/24/2017,2.5,1.65,161.579,all,1
767,NLA17_NJ-10025,NLA17_NJ-10025,NJ,40.8107,-74.7956,7/26/2017,0.75,9.31,2.78794,all,1
768,NLA17_NM-10001,NLA17_NM-10001,NM,35.9747,-105.917,6/20/2017,3.3,1.44,40.8001,all,1
769,NLA17_NM-10003,NLA17_NM-10003,NM,35.6671,-105.242,6/16/2017,0.7,10.2,437.494,all,1
770,NLA17_NM-10025,NLA17_NM-10025,NM,36.7746,-105.194,6/22/2017,3.2,2.14,2.23961,all,1
771,NLA17_NV-10018,NLA17_NV-10018,NV,39.5419,-119.779,5/30/2017,1.9,3.16,7.93342,all,1
772,NLA17_NV-10036,NLA17_NV-10036,NV,39.4578,-119.79,5/31/2017,1.28,2.72,2.28876,all,1
773,NLA17_NV-10124,NLA17_NV-10124,NV,36.0658,-115.114,6/9/2017,1.45,2.48,2.41501,all,1
774,NLA17_NV-10239,NLA17_NV-10239,NV,36.505,-114.41,6/8/2017,0.285,35.1,10.9107,all,1
775,NLA17_NY-10018,NLA17_NY-10018,NY,41.5871,-74.3842,8/25/2017,1.35,8.41,1.44113,all,1
776,NLA17_OH-10016,NLA17_OH-10016,OH,41.4918,-81.177,6/1/2017,0.7,10.6,1.19671,all,1
777,NLA17_OH-10028,NLA17_OH-10028,OH,41.5937,-84.6195,9/15/2017,1.75,1.98,18.779,all,1
778,NLA17_OH-10029,NLA17_OH-10029,OH,39.5576,-84.754,8/1/2017,1.15,4.47,1.25376,all,1
779,NLA17_OH-10031,NLA17_OH-10031,OH,40.992,-81.1746,7/10/2017,0.25,31.3,16.9045,all,1
780,NLA17_OK-10001,NLA17_OK-10001,OK,34.9645,-96.7076,6/7/2017,0.9,5.05,533.124,all,1
781,NLA17_OK-10005,NLA17_OK-10005,OK,34.729,-97.773,6/27/2017,2.36,2.2,14.492,all,1
782,NLA17_OK-10009,NLA17_OK-10009,OK,34.2886,-97.1654,6/26/2017,0.67,6.82,160.737,all,1
783,NLA17_OK-10011,NLA17_OK-10011,OK,35.1788,-99.0752,6/13/2017,0.2,68.8,141.513,all,1
784,NLA17_OK-10012,NLA17_OK-10012,OK,35.8308,-97.2703,7/31/2017,0.85,4.97,6.68264,all,1
785,NLA17_OK-10013,NLA17_OK-10013,OK,35.4454,-99.2905,6/20/2017,0.6,15.2,10.1301,all,1
786,NLA17_OK-10014,NLA17_OK-10014,OK,34.2283,-96.4186,8/29/2017,1.7,1.98,5.12374,all,1
787,NLA17_OK-10019,NLA17_OK-10019,OK,35.7533,-97.8654,9/11/2017,0.125,42.9,6.98818,all,1
788,NLA17_OK-10021,NLA17_OK-10021,OK,34.6465,-98,6/27/2017,1.84,1.88,1.7569,all,1
789,NLA17_OK-10022,NLA17_OK-10022,OK,36.1231,-95.5326,8/7/2017,0.425,12.3,1.45967,all,1
790,NLA17_OK-10050,NLA17_OK-10050,OK,36.1854,-96.9662,7/18/2017,0.91,6.82,1.18846,all,1
791,NLA17_OK-10055,NLA17_OK-10055,OK,35.0741,-97.7479,9/6/2017,2.7,2.48,12.7448,all,1
792,NLA17_OK-10066,NLA17_OK-10066,OK,36.4733,-96.3564,7/17/2017,0.15,73.9,2.16422,all,1
793,NLA17_OK-10083,NLA17_OK-10083,OK,35.401,-97.785,8/16/2017,0.35,16,1.70282,all,1
794,NLA17_OK-10086,NLA17_OK-10086,OK,36.9617,-96.7483,6/21/2017,1.45,4.13,1.58753,all,1
795,NLA17_OK-10095,NLA17_OK-10095,OK,35.284,-96.4314,8/22/2017,0.48,11,22.9212,all,1
796,NLA17_OK-10097,NLA17_OK-10097,OK,36.9205,-95.1549,9/25/2017,0.265,39.8,1.73051,all,1
797,NLA17_OK-10098,NLA17_OK-10098,OK,35.6718,-97.8267,9/11/2017,0.175,31.5,1.54509,all,1
798,NLA17_OK-HP001,NLA17_OK-HP001,OK,36.8486,-102.875,6/21/2017,0.3,15.4,63.5788,all,1
799,NLA17_OK-HP002,NLA17_OK-HP002,OK,36.5148,-96.1912,6/11/2017,1,5.92,449.47,all,1
800,NLA17_OK-HP004,NLA17_OK-HP004,OK,34.6794,-98.606,9/29/2017,1.75,3.63,1.97755,all,1
801,NLA17_OR-10003,NLA17_OR-10003,OR,43.9309,-118.154,7/11/2017,1.05,7.02,716.788,all,1
802,NLA17_OR-10006,NLA17_OR-10006,OR,44.6813,-118.052,8/29/2017,1.35,3.23,911.818,all,1
803,NLA17_OR-10009,NLA17_OR-10009,OR,44.3629,-117.694,7/13/2017,2.85,1.37,202.392,all,1
804,NLA17_OR-10051,NLA17_OR-10051,OR,44.1894,-120.451,8/14/2017,0.2,217,10.8569,all,1
805,NLA17_PA-10005,NLA17_PA-10005,PA,40.1124,-75.8638,6/21/2017,0.85,6.52,63.1961,all,1
806,NLA17_PA-10010,NLA17_PA-10010,PA,39.9802,-77.1769,6/20/2017,0.75,5.5,1.81044,all,1
807,NLA17_PA-10013,NLA17_PA-10013,PA,41.1272,-79.3585,7/11/2017,0.99,6.09,1.30561,all,1
808,NLA17_PA-10025,NLA17_PA-10025,PA,41.0299,-80.2398,7/12/2017,0.7,7.23,3.67627,all,1
809,NLA17_PA-HP001,NLA17_PA-HP001,PA,40.2703,-78.6823,7/11/2017,2.72,1.97,18.9299,all,1
810,NLA17_SC-10003,NLA17_SC-10003,SC,34.3572,-81.7629,6/29/2017,0.55,6.6,4.83932,all,1
811,NLA17_SC-10010,NLA17_SC-10010,SC,35.0625,-82.6875,8/1/2017,6.4,0.97,183.885,all,1
812,NLA17_SC-10023,NLA17_SC-10023,SC,33.9232,-82.3781,7/27/2017,1.85,2.77,11.6929,all,1
813,NLA17_SC-10024,NLA17_SC-10024,SC,33.9273,-80.6936,7/11/2017,1.75,3.26,6.72114,all,1
814,NLA17_SC-HP002,NLA17_SC-HP002,SC,34.9762,-82.9394,8/29/2017,5.48,0.75,2220.98,all,1
815,NLA17_SD-10012,NLA17_SD-10012,SD,44.8711,-103.003,6/12/2017,0.375,32.8,4.62521,all,1
816,NLA17_SD-10020,NLA17_SD-10020,SD,44.4774,-99.314,6/7/2017,0.3,51.4,4.90404,all,1
817,NLA17_SD-10022,NLA17_SD-10022,SD,42.4898,-96.4791,7/12/2017,0.725,6.08,1.41703,all,1
818,NLA17_SD-10033,NLA17_SD-10033,SD,45.6027,-103.586,6/13/2017,0.045,523,1.31815,all,1
819,NLA17_SD-10035,NLA17_SD-10035,SD,45.7832,-101.089,7/24/2017,0.275,39.7,13.3681,all,1
820,NLA17_SD-10052,NLA17_SD-10052,SD,43.8882,-101.149,8/1/2017,0.75,5.94,22.0956,all,1
821,NLA17_SD-10057,NLA17_SD-10057,SD,45.0912,-100.492,9/6/2017,1.9,3.91,3.62038,all,1
822,NLA17_SD-10067,NLA17_SD-10067,SD,44.0196,-100.565,6/5/2017,0.96,6.11,4.00073,all,1
823,NLA17_SD-10092,NLA17_SD-10092,SD,43.3547,-100.236,9/7/2017,1.4,3.28,1.41004,all,1
824,NLA17_SD-10105,NLA17_SD-10105,SD,44.0794,-97.3393,8/8/2017,0.16,87.8,1.59912,all,1
825,NLA17_SD-10112,NLA17_SD-10112,SD,45.4639,-98.7496,8/23/2017,1.75,2.69,16.9803,all,1
826,NLA17_SD-HP001,NLA17_SD-HP001,SD,44.1481,-100.409,8/22/2017,0.975,5.29,4.4893,all,1
827,NLA17_TN-10005,NLA17_TN-10005,TN,36.1958,-82.7407,6/26/2017,0.75,9.31,1.29549,all,1
828,NLA17_TN-10015,NLA17_TN-10015,TN,35.2361,-84.6492,8/9/2017,1.65,3.07,1.33627,all,1
829,NLA17_TX-10008,NLA17_TX-10008,TX,33.0671,-95.738,6/15/2017,0.325,22.7,14.7144,all,1
830,NLA17_TX-10015,NLA17_TX-10015,TX,26.0715,-97.5598,6/29/2017,0.2,26.5,14.0497,all,1
831,NLA17_TX-10017,NLA17_TX-10017,TX,32.4657,-96.2002,6/8/2017,0.7,11,3.51444,all,1
832,NLA17_TX-10025,NLA17_TX-10025,TX,33.3639,-97.4112,9/7/2017,0.2,41.3,2.03518,all,1
833,NLA17_TX-10030,NLA17_TX-10030,TX,29.8531,-96.371,7/6/2017,0.7,10.8,1.3022,all,1
834,NLA17_TX-10040,NLA17_TX-10040,TX,32.4553,-95.6831,9/19/2017,1.15,9.35,1.99102,all,1
835,NLA17_TX-10047,NLA17_TX-10047,TX,32.0483,-95.9986,8/8/2017,0.3,55.3,6.1769,all,1
836,NLA17_TX-10086,NLA17_TX-10086,TX,26.417,-98.1706,6/27/2017,0.45,16.6,17.7305,all,1
837,NLA17_TX-10087,NLA17_TX-10087,TX,30.1568,-95.4684,7/5/2017,1.3,3.92,1.06728,all,1
838,NLA17_TX-10099,NLA17_TX-10099,TX,32.9896,-95.6457,8/3/2017,2.5,2.88,2.42568,all,1
839,NLA17_TX-10136,NLA17_TX-10136,TX,32.0819,-96.0392,9/21/2017,0.5,15.1,10.127,all,1
840,NLA17_TX-HP002,NLA17_TX-HP002,TX,30.7518,-98.4089,6/13/2017,1.75,3.52,322.487,all,1
841,NLA17_TX-HP003,NLA17_TX-HP003,TX,33.7351,-95.9258,6/8/2017,1.1,5.49,143.587,all,1
842,NLA17_TX-HP004,NLA17_TX-HP004,TX,34.0026,-99.1249,9/20/2017,0.735,15.3,2.04968,all,1
843,NLA17_TX-HP005,NLA17_TX-HP005,TX,33.9984,-99.1162,9/20/2017,0.775,13.8,1.70051,all,1
844,NLA17_UT-10006,NLA17_UT-10006,UT,40.874,-109.138,6/13/2017,0.95,7.8,14.3745,all,1
845,NLA17_UT-10094,NLA17_UT-10094,UT,37.0768,-112.54,9/25/2017,1.65,4.53,4.368,all,1
846,NLA17_UT-HP002,NLA17_UT-HP002,UT,40.3438,-111.061,7/11/2017,3.82,1.24,113.405,all,1
847,NLA17_VA-10007,NLA17_VA-10007,VA,37.9755,-78.4281,6/15/2017,0.875,5.43,1.10443,all,1
848,NLA17_VA-10009,NLA17_VA-10009,VA,36.7033,-76.6137,8/1/2017,0.725,8.36,4.02019,all,1
849,NLA17_VA-10013,NLA17_VA-10013,VA,36.6283,-77.6159,7/31/2017,0.27,11.9,8.69328,all,1
850,NLA17_VA-10035,NLA17_VA-10035,VA,37.4613,-78.1887,6/21/2017,1.14,6.62,1.78029,all,1
851,NLA17_VA-10037,NLA17_VA-10037,VA,36.6441,-79.9797,8/10/2017,0.95,7.27,1.85585,all,1
852,NLA17_VA-10039,NLA17_VA-10039,VA,37.5976,-77.4758,7/20/2017,0.725,10.6,1.54499,all,1
853,NLA17_VA-10049,NLA17_VA-10049,VA,36.8078,-80.0797,6/14/2017,3.62,1.61,1170.62,all,1
854,NLA17_VA-HP001,NLA17_VA-HP001,VA,38.3288,-79.2277,6/5/2017,2.95,1.92,20.0845,all,1
855,NLA17_VA-HP003,NLA17_VA-HP003,VA,37.3153,-79.8192,6/2/2017,2.45,2.46,28.3773,all,1
856,NLA17_VA-HP004,NLA17_VA-HP004,VA,37.0434,-80.8676,6/15/2017,2.48,1.47,73.7034,all,1
857,NLA17_VA-HP005,NLA17_VA-HP005,VA,37.3037,-76.7077,7/12/2017,3.18,1,129.65,all,1
858,NLA17_VA-HP006,NLA17_VA-HP006,VA,36.9595,-81.8085,6/13/2017,2.33,2.11,133.276,all,1
859,NLA17_VA-HP007,NLA17_VA-HP007,VA,37.3587,-76.8421,7/13/2017,3.88,0.91,360.85,all,1
860,NLA17_VA-HP008,NLA17_VA-HP008,VA,36.8625,-76.5697,8/1/2017,2.28,1.64,7.02278,all,1
861,NLA17_WA-10006,NLA17_WA-10006,WA,46.4977,-122.406,7/10/2017,2.95,3.19,84.033,all,1
862,NLA17_WA-10017,NLA17_WA-10017,WA,48.7029,-122.453,9/5/2017,3.75,1.02,58.2183,all,1
863,NLA17_WA-10057,NLA17_WA-10057,WA,47.065,-119.424,8/8/2017,0.35,15.4,69.2958,all,1
864,NLA17_WV-10001,NLA17_WV-10001,WV,39.4694,-79.4987,6/21/2017,4.4,1.27,60.8871,all,1
865,NLA17_WV-10004,NLA17_WV-10004,WV,38.8378,-82.1258,6/8/2017,0.48,9.78,10.1928,all,1
866,NLA17_WV-10014,NLA17_WV-10014,WV,37.9808,-81.0717,9/13/2017,0.8,5.85,2.86368,all,1
867,NLA17_WV-10017,NLA17_WV-10017,WV,38.4288,-82.2533,8/24/2017,2.1,2.27,1.27554,all,1
868,NLA17_WV-10019,NLA17_WV-10019,WV,39.3716,-78.8828,9/20/2017,1.3,5.41,2.04463,all,1
869,NLA17_WY-HP001,NLA17_WY-HP001,WY,44.1842,-106.759,8/3/2017,2.15,3.02,12.0428,all,1
870,NLA12_NC-105,Nantahala Lake,NC,35.1811,-83.68,5/30/2012,4.65,0.61,640.03,all,1
871,NLA17_NC-10002,Nantahala Lake,NC,35.1811,-83.68,8/10/2017,5.4,0.9,640.03,all,1
872,NLA12_CO-101,Neegronda Reservoir,CO,38.3001,-102.761,7/13/2012,0.415,9.59,303.646,all,1
873,NLA12_MT-109,Nelson Reservoir,MT,48.4953,-107.549,6/19/2012,1.48,1.89,1665.99,all,1
874,NLA17_MT-10003,Nelson Reservoir,MT,48.4954,-107.549,6/26/2017,2.45,1.93,1665.99,all,1
875,NLA17_OK-10082,New Beggs Lake,OK,35.7453,-96.0239,8/8/2017,0.108,5.66,22.2395,all,1
876,NLA17_CA-10009,New Melones Lake,CA,37.9538,-120.497,7/19/2017,3.1,1.72,4470.73,all,1
877,NLA12_CO-104,New Thomas Reservoir,CO,40.2236,-104.947,9/14/2012,0.27,47.6,72.4962,all,1
878,NLA17_CO-10004,New Thomas Reservoir,CO,40.2236,-104.947,8/1/2017,0.25,24.6,72.4962,all,1
879,NLA17_CA-10001,Nicasio Reservoir,CA,38.0783,-122.743,6/6/2017,0.875,11.8,335.342,all,1
880,NLA12_DE-101,Noxontown Pond,DE,39.424,-75.6874,8/6/2012,0.375,9.41,65.4748,all,1
881,NLA17_DE-10001,Noxontown Pond,DE,39.424,-75.6874,6/19/2017,0.45,16.5,65.4748,all,1
882,NLA12_UT-264,Oak Creek Reservoir,UT,38.0706,-111.375,9/12/2012,2.25,1.87,11.2287,all,1
883,NLA17_UT-10007,Oak Creek Reservoir,UT,38.0706,-111.375,7/12/2017,4.4,1.59,11.2287,all,1
884,NLA17_NE-10028,Oak-Middle Reservoir 76-A,NE,40.9796,-96.9504,6/29/2017,0.82,7.02,5.90148,all,1
885,NLA12_OK-108,Okemah Lake,OK,35.5232,-96.3112,6/11/2012,1.23,3.24,285.786,all,1
886,NLA17_OK-10033,Okemah Lake,OK,35.5232,-96.3112,6/29/2017,1.26,5.02,285.786,all,1
887,NLA12_OK-296,Oknoname 063017 Reservoir,OK,35.1776,-96.3668,7/16/2012,0.355,21.6,3.40241,all,1
888,NLA12_NE-154,Olive Creek Lake,NE,40.5793,-96.8448,8/26/2012,0.425,28.8,52.7778,all,1
889,NLA17_NE-10041,Olive Creek Lake,NE,40.5793,-96.8448,6/26/2017,0.525,17.4,52.7778,all,1
890,NLA12_IL-R04,One Horse Gap Lake,IL,37.5169,-88.4469,6/12/2012,1.47,2.83,11.9049,all,1
891,NLA12_NV-177,Onion Valley Reservoir,NV,41.6946,-118.742,7/17/2012,3.3,1.88,32.0154,all,1
892,NLA12_NJ-103,Orange Reservoir,NJ,40.763,-74.2859,9/21/2012,0.75,9.58,22.6428,all,1
893,NLA12_SD-168,Owen Lake,SD,45.4685,-102.405,6/18/2012,2.15,1.27,55.0062,all,1
894,NLA17_SD-10016,Owen Lake,SD,45.4668,-102.404,6/14/2017,2,1.61,55.0062,all,1
895,NLA17_OR-10060,Owyhee,OR,43.6043,-117.304,7/12/2017,2.65,3.67,4657.22,all,1
896,NLA17_IN-10140,Pahoka Camp Lake,IN,38.0502,-87.9793,8/7/2017,1.15,3.86,4.7812,all,1
897,NLA12_UT-169,Palisade Lake,UT,39.2047,-111.669,7/10/2012,0.8,3.9,24.7843,all,1
898,NLA17_MI-10007,Palmer Lake,MI,41.9428,-85.3141,6/12/2017,0.65,7.62,195.796,all,1
899,NLA12_IL-109,Palmyra-Modesto City Lake,IL,39.4433,-89.9599,7/25/2012,0.875,5.86,13.1525,all,1
900,NLA12_NJ-107,Panorama Lake,NJ,41.2472,-74.5212,6/26/2012,1.15,3.36,3.44356,all,1
901,NLA12_UT-424,Paradise Park Reservoir,UT,40.6711,-109.92,9/26/2012,1.15,3.94,60.6852,all,1
902,NLA12_MI-130,Patricia Lake,MI,45.1352,-85.1076,8/17/2012,2.75,0.93,16.2666,all,1
903,NLA12_RI-113,Peace Dale Reservoir,RI,41.4502,-71.514,7/12/2012,1.3,1.5,4.97711,all,1
904,NLA17_RI-10010,Peace Dale Reservoir,RI,41.4503,-71.5138,7/6/2017,0.745,1.03,4.97711,all,1
905,NLA12_KY-102,Pennyrile Lake,KY,37.0674,-87.6638,6/1/2012,1.35,4.71,20.4158,all,1
906,NLA12_MS-R03,Phillips Lake,MS,33.4234,-89.9392,6/6/2012,0.55,21.8,6.90996,all,1
907,NLA17_MD-10026,Piney Run Reservoir,MD,39.4053,-76.9892,8/1/2017,4.05,1.7,113.882,all,1
908,NLA12_TX-141,Pinkston Reservoir,TX,31.7088,-94.3571,6/18/2012,5.6,2.08,214.603,all,1
909,NLA17_TX-10009,Pinkston Reservoir,TX,31.7094,-94.3548,8/10/2017,1.5,2.28,214.603,all,1
910,NLA12_MT-106,Pishkun Reservoir,MT,47.6829,-112.462,7/20/2012,6.05,0.47,617.497,all,1
911,NLA12_CO-124,Poitz Reservoir,CO,39.931,-104.973,6/22/2012,3.68,1.09,9.20463,all,1
912,NLA12_MO-102,Pomme de Terre Lake,MO,37.8714,-93.2836,9/27/2012,1.5,2.5,3371.81,all,1
913,NLA17_MO-10004,Pomme de Terre Lake,MO,37.8714,-93.2836,8/2/2017,1.57,2.07,3371.82,all,1
914,NLA12_UT-103,Porcupine Reservoir,UT,41.5188,-111.736,5/9/2012,2.3,2.06,69.8246,all,1
915,NLA17_UT-10002,Porcupine Reservoir,UT,41.5188,-111.736,6/6/2017,2.05,2.39,69.8246,all,1
916,NLA17_IL-10007,Pounds Lake,IL,37.6154,-88.2751,8/14/2017,2.35,2.4,12.3737,all,1
917,NLA17_OR-10093,Powers Pond,OR,42.8898,-124.078,8/8/2017,0.5,26.1,7.45105,all,1
918,NLA12_CO-105,Puett Reservoir,CO,37.4168,-108.406,8/30/2012,0.315,34.5,65.3861,all,1
919,NLA17_CO-10008,Puett Reservoir,CO,37.4153,-108.407,7/20/2017,1.7,3.88,65.3861,all,1
920,NLA12_PA-119,Quemahoning Reservoir,PA,40.158,-78.973,9/6/2012,6.9,1,334.093,all,1
921,NLA17_PA-10007,Quemahoning Reservoir,PA,40.158,-78.973,9/19/2017,7.55,0.46,334.093,all,1
922,NLA17_CA-10010,Rainbow Lake,CA,40.5076,-122.694,6/20/2017,5.9,1.28,36.1722,all,1
923,NLA17_RI-10008,Randall Pond,RI,41.7887,-71.4689,7/19/2017,1.7,1.75,13.4362,all,1
924,NLA12_PA-101,Raystown Lake,PA,40.3605,-78.1097,6/12/2012,1.38,7.01,3347.38,all,1
925,NLA17_PA-10001,Raystown Lake,PA,40.3605,-78.1097,7/26/2017,3.15,1.31,3347.38,all,1
926,NLA12_DE-104,Records Pond,DE,38.5595,-75.5623,8/20/2012,0.57,6.48,34.4588,all,1
927,NLA17_DE-10003,Records Pond,DE,38.5586,-75.5587,7/5/2017,0.6,25.6,34.4588,all,1
928,NLA17_TX-10021,Red Bluff Reservoir,TX,31.9506,-103.94,7/18/2017,1.05,3.38,4560.06,all,1
929,NLA12_SD-102,Richmond Lake,SD,45.535,-98.6151,6/28/2012,1.05,3.85,191.755,all,1
930,NLA12_WY-151,Rob Roy Reservoir,WY,41.2047,-106.259,9/15/2012,2.68,1.38,128.014,all,1
931,NLA12_UT-141,Rocky Ford Reservoir,UT,38.8475,-111.961,6/28/2012,0.15,23.7,93.1745,all,1
932,NLA12_SD-147,Roosevelt Lake,SD,43.2015,-99.6198,8/6/2012,0.425,40.2,37.8215,all,1
933,NLA17_SD-10015,Roosevelt Lake,SD,43.2015,-99.6198,6/6/2017,2.91,0.89,37.8215,all,1
934,NLA12_NV-104,Rye Patch Reservoir,NV,40.6966,-118.288,7/12/2012,0.675,13.5,4566.92,all,1
935,NLA17_NV-10017,Rye Patch Reservoir,NV,40.6966,-118.288,6/14/2017,0.7,15.7,4566.92,all,1
936,NLA12_NV-106,S Line Reservoir,NV,39.4844,-118.724,6/7/2012,0.42,24.3,164.123,all,1
937,NLA17_WY-10013,S P Reservoir,WY,42.7938,-106.426,8/20/2017,1.55,2.79,1.07751,all,1
938,NLA12_AZ-101,Saguaro Lake,AZ,33.5693,-111.524,5/8/2012,2.85,1.47,373.488,all,1
939,NLA17_AZ-10001,Saguaro Lake,AZ,33.5693,-111.524,5/25/2017,2.95,1.88,373.488,all,1
940,NLA17_NM-10037,San Gregorio Reservoir,NM,36.0399,-106.849,6/29/2017,1,6.7,14.4622,all,1
941,NLA12_CO-R07,Sand Lake,CO,40.1432,-107.118,8/30/2012,3.05,0.46,2.54457,all,1
