,site_id,nars_name,state,lat,lon,date,secchi (m),turb (ntu),area_ha,group,visit_no
942,NLA17_MT-10015,Sanders Lake,MT,47.0594,-113.938,8/31/2017,14,0.43,17.9261,all,1
943,NLA12_RI-112,Scituate Reservoir,RI,41.8386,-71.6051,7/11/2012,1.15,1.95,83.5675,all,1
944,NLA17_IN-10132,Scottsburg Reservoir,IN,38.6628,-85.79,8/11/2017,1.1,4.01,26.749,all,1
945,NLA12_GA-118,Sequoyah Lake,GA,34.546,-84.3625,6/28/2012,4.04,0.9,18.0646,all,1
946,NLA12_MI-126,Seventh Spectacle Lake,MI,44.8866,-84.3987,8/16/2012,4.1,0.75,19.9041,all,1
947,NLA12_UT-392,Sevier Bridge Reservoir,UT,39.3604,-111.964,9/26/2012,1.18,5.93,3220.73,all,1
948,NLA17_DE-10011,Shadowbrook Pond,DE,39.8237,-75.6443,9/5/2017,1.15,4.33,2.71208,all,1
949,NLA17_KS-10041,Shawnee Mission Lake,KS,38.9838,-94.8028,6/23/2017,1.05,6.25,45.7494,all,1
950,NLA12_UT-229,Sheep Creek Lake,UT,40.8893,-109.846,9/5/2012,3.75,1.59,32.4569,all,1
951,NLA12_TX-129,Sheldon Reservoir,TX,29.8664,-95.1714,9/25/2012,1.48,3.07,302.655,all,1
952,NLA12_NC-114,Shelly Lake,NC,35.8587,-78.6616,8/20/2012,0.275,21,15.0535,all,1
953,NLA12_AL-112,Shepherds Lake,AL,33.3649,-88.1669,7/22/2012,1.05,4.15,5.55544,all,1
954,NLA17_AL-10005,Shepherds Lake,AL,33.3672,-88.1684,7/11/2017,1.15,6.18,5.55544,all,1
955,NLA12_NE-114,Sherman Reservoir,NE,41.322,-98.9007,7/22/2012,0.325,37.2,1117.85,all,1
956,NLA17_NE-10029,Sherman Reservoir,NE,41.322,-98.9007,7/26/2017,0.5,15.1,1117.85,all,1
957,NLA12_KS-103,Sherwood Lake,KS,39.0002,-95.7796,6/6/2012,1.23,3.24,101.946,all,1
958,NLA17_MO-10038,Shy Lake,MO,37.2524,-90.6327,9/13/2017,3.8,1.22,18.8002,all,1
959,NLA12_WI-157,Sidie Hollow Lake,WI,43.5371,-90.9594,9/19/2012,1.95,6.4,14.8294,all,1
960,NLA12_VT-104,Silver Lake,VT,43.8911,-73.0525,7/17/2012,5.3,0.59,41.1262,all,1
961,NLA12_OK-104,Skiatook Lake,OK,36.3838,-96.2663,6/19/2012,1.3,3.42,4212.86,all,1
962,NLA17_OK-10035,Skiatook Lake,OK,36.3607,-96.1465,6/28/2017,1.65,3.86,4212.86,all,1
963,NLA12_RI-103,Slatersville Reservoirs,RI,41.9899,-71.5969,7/17/2012,1.9,1.1,24.3418,all,1
964,NLA17_RI-10002,Slatersville Reservoirs,RI,41.9899,-71.5969,7/20/2017,1.98,1.94,24.3418,all,1
965,NLA12_NY-R02,Sly Pond,NY,43.4553,-73.5895,7/11/2012,7.6,0.35,16.6406,all,1
966,NLA12_TX-170,Soil Conservation Service Site 1 Reservoir,TX,30.9634,-95.9035,7/11/2012,0.65,5.25,27.304,all,1
967,NLA17_TX-10014,Soil Conservation Service Site 1 Reservoir,TX,30.9616,-95.9055,7/25/2017,0.7,7.71,27.304,all,1
968,NLA17_TX-10085,Soil Conservation Service Site 1 Reservoir,TX,29.8239,-98.774,8/22/2017,3.1,1.44,76.2122,all,1
969,NLA17_TX-10088,Soil Conservation Service Site 119a Reservoir,TX,32.0467,-96.7505,9/13/2017,0.075,298,54.6982,all,1
970,NLA12_TX-202,Soil Conservation Service Site 121 Reservoir,TX,32.0563,-96.7318,8/30/2012,0.56,15.6,5.47204,all,1
971,NLA17_TX-10019,Soil Conservation Service Site 121 Reservoir,TX,32.0567,-96.7321,6/7/2017,1.25,4.09,5.47204,all,1
972,NLA12_TX-187,Soil Conservation Service Site 140 Reservoir,TX,32.4157,-96.06,6/26/2012,0.25,20.3,21.2867,all,1
973,NLA12_TX-159,Soil Conservation Service Site 19 Reservoir,TX,30.007,-96.7098,9/11/2012,0.975,4.09,21.4277,all,1
974,NLA12_TX-190,Soil Conservation Service Site 19a Reservoir,TX,32.0727,-97.1298,7/11/2012,0.55,10.3,12.5574,all,1
975,NLA12_TX-196,Soil Conservation Service Site 4 Reservoir,TX,31.3318,-97.2684,9/27/2012,0.365,15.4,14.8296,all,1
976,NLA12_TX-107,Soil Conservation Service Site 5 Reservoir,TX,31.7791,-99.4875,6/27/2012,3.15,0.78,8.21257,all,1
977,NLA17_TX-10092,Soil Conservation Service Site 52 Reservoir,TX,32.0966,-97.0352,9/12/2017,1.45,3.19,2.90397,all,1
978,NLA12_TX-104,Soil Conservation Service Site 6 Reservoir,TX,30.0095,-97.8216,8/7/2012,0.565,6.95,63.0306,all,1
979,NLA12_TN-104,South Holston Lake,TN,36.6415,-81.9365,9/21/2012,3.12,0.77,3121.57,all,1
980,NLA12_SC-106,South Pacolet River Reservoir Number One,SC,35.1098,-81.9846,6/1/2012,1.35,2.94,76.6541,all,1
981,NLA17_SC-10011,South Pacolet River Reservoir Number One,SC,35.1098,-81.9846,7/26/2017,1.35,3.07,76.6541,all,1
982,NLA12_NC-127,Southern Pines Waterworks,NC,35.2146,-79.4036,8/9/2012,2.35,1.2,25.4121,all,1
983,NLA12_NH-111,Spaulding Pond,NH,43.3848,-70.9861,7/17/2012,2.85,1.1,40.7983,all,1
984,NLA12_OH-136,Spencer Lake,OH,41.1105,-82.0839,7/11/2012,0.34,33.7,21.0214,all,1
985,NLA17_OH-10024,Spencer Lake,OH,41.1105,-82.0839,7/20/2017,0.35,19.2,21.0214,all,1
986,NLA12_NV-193,Spooner Lake,NV,39.1075,-119.907,6/26/2012,2.22,3.06,34.972,all,1
987,NLA12_NH-109,Spoonwood Pond,NH,42.9901,-72.0743,7/19/2012,7.65,0.26,70.2849,all,1
988,NLA12_VA-108,Spring Creek Lake,VA,37.2141,-78.6255,6/12/2012,1.66,2.09,34.2781,all,1
989,NLA17_VA-10005,Spring Creek Lake,VA,37.2144,-78.6235,7/18/2017,1.14,4.21,34.2781,all,1
990,NLA17_KY-10006,Stanford Reservoir,KY,37.4869,-84.6791,6/7/2017,1.15,6.02,14.3525,all,1
991,NLA12_UT-128,Stansbury Lake,UT,40.6398,-112.31,6/6/2012,0.375,15.7,35.7437,all,1
992,NLA12_UT-102,Starvation Reservoir,UT,40.1757,-110.482,6/11/2012,4.85,1.11,1331.97,all,1
993,NLA12_SD-107,Stockade Lake,SD,43.7682,-103.517,7/30/2012,2.33,1.96,45.9591,all,1
994,NLA17_SD-10009,Stockade Lake,SD,43.7682,-103.517,8/15/2017,2.15,2.43,45.9591,all,1
995,NLA12_IL-103,Storey Lake,IL,40.9883,-90.4034,8/30/2012,0.875,6.47,42.6436,all,1
996,NLA17_IL-10002,Storey Lake,IL,40.9874,-90.3998,7/11/2017,1.05,11.3,42.6436,all,1
997,NLA12_PA-107,Stoughton Lake,PA,40.1618,-79.0524,6/6/2012,0.885,9.16,18.1703,all,1
998,NLA17_PA-10004,Stoughton Lake,PA,40.1618,-79.0524,9/20/2017,2.05,1.72,18.1703,all,1
999,NLA12_IN-159,Stout Lake,IN,39.7771,-86.5367,8/10/2012,0.85,4.42,5.28685,all,1
1000,NLA17_IN-10123,Strahl Lake,IN,39.1452,-86.2189,9/11/2017,1.15,8.85,2.65391,all,1
1001,NLA17_NM-10022,Stubblefield Reservoir,NM,36.5808,-104.654,6/18/2017,2.5,2.18,367.442,all,1
1002,NLA12_WY-115,Sulphur Creek Reservoir,WY,41.1523,-110.825,8/3/2012,2,2.32,90.9263,all,1
1003,NLA17_WY-10008,Sulphur Creek Reservoir,WY,41.1523,-110.825,8/16/2017,2.25,2.8,90.9263,all,1
1004,NLA17_IA-10039,Summit Lake,IA,41.0639,-94.3996,9/5/2017,0.3,29.7,41.5877,all,1
1005,NLA12_IA-113,Sun Valley Lake,IA,40.8503,-94.0703,6/28/2012,1.48,2.35,163.044,all,1
1006,NLA12_OH-134,Swift Run Lake,OH,40.1766,-84.2652,8/2/2012,0.495,6.7,15.3162,all,1
1007,NLA17_OH-10023,Swift Run Lake,OH,40.1766,-84.2652,7/31/2017,0.55,8.98,15.3162,all,1
1008,NLA17_DE-10005,Swiggetts Pond,DE,38.867,-75.3802,6/14/2017,1.3,2.16,14.2216,all,1
1009,NLA12_IN-149,Sylvan Lake,IN,41.4812,-85.3408,8/14/2012,1.45,2.66,254.748,all,1
1010,NLA17_IN-10010,Sylvan Lake,IN,41.4888,-85.3525,7/11/2017,1.2,4.36,254.748,all,1
1011,NLA12_LA-104,Tadpole Lake,LA,32.3355,-93.422,6/20/2012,1.05,3.5,6276.01,all,1
1012,NLA12_TN-108,Tailings Pond Number Ten,TN,35.6744,-87.0324,5/29/2012,0.3,22.7,33.4331,all,1
1013,NLA17_TN-10003,Tailings Pond Number Ten,TN,35.6735,-87.0321,6/2/2017,0.45,20,33.4331,all,1
1014,NLA12_VA-125,Talbott Reservoir,VA,36.6743,-80.3902,6/13/2012,3.68,1.67,50.4857,all,1
1015,NLA17_VA-10008,Talbott Reservoir,VA,36.6743,-80.3902,6/1/2017,1.68,3.24,50.4857,all,1
1016,NLA12_IL-123,Tampier Slough,IL,41.648,-87.8993,9/25/2012,0.16,49.5,85.0955,all,1
1017,NLA12_TX-112,Tank Wash Lake,TX,31.1484,-97.7453,7/17/2012,0.85,5.13,6.20717,all,1
1018,NLA17_TX-10003,Tank Wash Lake,TX,31.1484,-97.7453,8/16/2017,2.8,1.07,6.20716,all,1
1019,NLA12_MO-109,Teal Lake,MO,39.1535,-91.8723,6/5/2012,0.765,6.6,31.6189,all,1
1020,NLA12_OK-107,Tenkiller Ferry Lake,OK,35.7541,-94.9149,8/14/2012,1.62,2.5,5210.84,all,1
1021,NLA12_UT-222,Three Creeks Reservoir,UT,38.6249,-112.433,7/12/2012,1.35,2.27,48.5311,all,1
1022,NLA17_UT-10010,Three Creeks Reservoir,UT,38.6249,-112.433,6/28/2017,2.6,0.75,48.531,all,1
1023,NLA12_NM-132,Throttle Reservoir,NM,36.8316,-104.226,5/28/2012,0.1,78.5,44.1799,all,1
1024,NLA17_TX-10072,Thurber Lake Number 5,TX,32.4657,-98.4127,7/12/2017,1.8,2.96,3.12996,all,1
1025,NLA12_IN-130,Tipsaw Lake,IN,38.1229,-86.646,8/1/2012,2.1,2.01,55.323,all,1
1026,NLA17_IN-10039,Tipsaw Lake,IN,38.1272,-86.6435,7/5/2017,1.35,5.6,55.323,all,1
1027,NLA12_PA-R10,Tipton Reservoir,PA,40.6793,-78.3291,7/23/2012,5.75,0.95,16.9241,all,1
1028,NLA12_MO-103,Trimble Wildlife Lake,MO,39.4143,-94.4978,7/17/2012,1.15,3.11,3008.07,all,1
1029,NLA17_MO-10002,Trimble Wildlife Lake,MO,39.4143,-94.4978,7/27/2017,0.885,5.74,3008.07,all,1
1030,NLA12_UT-397,Tropic Reservoir,UT,37.5956,-112.255,9/25/2012,1.7,2.2,70.182,all,1
1031,NLA12_CO-107,Trout Lake,CO,37.8246,-107.885,8/29/2012,7.39,0.36,50.0989,all,1
1032,NLA17_CO-10037,Troutvale Reservoir Number 1,CO,37.8288,-107.184,7/17/2017,0.075,71.1,23.8821,all,1
1033,NLA12_DE-121,Trussum Pond ( Moores Pond),DE,38.52,-75.5111,9/10/2012,0.575,3.1,23.8002,all,1
1034,NLA12_MA-105,Tully Lake,MA,42.6469,-72.2185,9/6/2012,1.75,0.71,138.409,all,1
1035,NLA17_MA-10004,Tully Lake,MA,42.6469,-72.2185,7/28/2017,1.85,1.45,138.409,all,1
1036,NLA12_AZ-157,Tunnel Reservoir,AZ,34.0313,-109.443,8/17/2012,0.275,30.6,17.2823,all,1
1037,NLA17_WY-10017,Twin Buttes Lake,WY,41.2381,-105.862,8/13/2017,3.85,1.37,138.465,all,1
1038,NLA12_NM-133,Twin Lakes,NM,36.8833,-105.247,6/4/2012,1.37,3.18,1.16268,all,1
1039,NLA12_IA-134,Union Grove Lake,IA,42.1287,-92.7246,7/12/2012,0.435,19.6,41.2924,all,1
1040,NLA17_IN-10100,Union Mills Lake,IN,41.4972,-86.7819,7/25/2017,0.65,8.63,6.98047,all,1
1041,NLA12_NM-152,Upper Charette Lake,NM,36.176,-104.816,5/29/2012,0.2,60.9,25.2002,all,1
1042,NLA12_ND-194,Upper Des Lacs Lake,ND,48.7202,-102.115,7/31/2012,0.11,61.5,1718.49,all,1
1043,NLA12_WA-116,Upper Goose Lake,WA,46.9413,-119.279,9/12/2012,2.7,1.91,53.0661,all,1
1044,NLA12_SC-105,Upper Legion Lake,SC,34,-80.9279,5/27/2012,0.85,12.6,5.57728,all,1
1045,NLA17_PA-10042,Upper Owl Creek Reservoir,PA,40.7977,-75.9215,9/14/2017,3.45,0.74,26.4694,all,1
1046,NLA17_CA-10011,Upper San Leandro Reservoir,CA,37.7769,-122.119,6/13/2017,1.45,4.14,309.725,all,1
1047,NLA17_MT-10101,Upper Twin Lake,MT,46.1622,-114.501,9/1/2017,5.5,0.66,8.89459,all,1
1048,NLA12_NM-129,Ute Reservoir,NM,35.3517,-103.488,6/10/2012,1.2,4.21,1521.94,all,1
1049,NLA12_OH-113,Vandergrift Lake,OH,40.76,-81.1012,9/19/2012,0.725,7.67,8.11333,all,1
1050,NLA17_SC-10016,Vaucluse Pond,SC,33.6172,-81.8083,7/28/2017,0.7,12.7,22.2773,all,1
1051,NLA12_OK-R01,Veterans Lake,OK,34.4901,-96.984,5/22/2012,0.85,4.59,26.7633,all,1
1052,NLA17_OH-10009,Wabash Conservancy District Structure Reservoir,OH,40.313,-84.6369,8/3/2017,0.25,36.6,16.5446,all,1
1053,NLA12_KS-122,Waconda Lake,KS,39.4991,-98.3635,7/2/2012,0.6,7.32,4645.06,all,1
1054,NLA12_ID-148,"Waha, Lake",ID,46.2061,-116.834,7/16/2012,2.28,2.66,38.0882,all,1
1055,NLA12_NV-137,Wall Canyon Reservoir,NV,41.1686,-119.817,7/16/2012,0.31,54.8,28.8967,all,1
1056,NLA12_VA-R06,Waller Mill Reservoir,VA,37.3134,-76.7083,7/31/2012,3.45,1.08,129.65,all,1
1057,NLA12_CO-110,Waneka Reservoir,CO,39.995,-105.112,5/29/2012,0.62,8.89,18.2458,all,1
1058,NLA17_CO-10005,Waneka Reservoir,CO,39.995,-105.112,7/21/2017,2,2.65,18.2458,all,1
1059,NLA12_WA-111,Wapato Lake,WA,47.9161,-120.16,8/9/2012,3.15,1.05,76.6529,all,1
1060,NLA17_WA-10002,Wapato Lake,WA,47.918,-120.164,8/24/2017,5.2,1.05,76.6529,all,1
1061,NLA12_MO-106,Wappapello Reservoir,MO,36.9193,-90.3173,9/13/2012,0.5,11.7,2844.07,all,1
1062,NLA12_UT-324,Washington Lake,UT,40.6746,-110.971,9/4/2012,2.1,1.63,39.428,all,1
1063,NLA17_VA-10012,Wenger Pond,VA,37.3995,-76.767,7/12/2017,0.51,16.8,4.94725,all,1
1064,NLA17_CO-10055,West Griffith Lake,CO,39.0645,-108.069,7/24/2017,1.2,2.12,8.9069,all,1
1065,NLA12_VA-102,Wheelers Pond,VA,37.1226,-77.6361,7/30/2012,0.65,8.9,34.291,all,1
1066,NLA17_VA-10004,Wheelers Pond,VA,37.1226,-77.6361,6/20/2017,1.23,4.1,34.291,all,1
1067,NLA12_AZ-143,White Horse Lake,AZ,35.1167,-112.013,8/30/2012,1.72,2.29,16.7233,all,1
1068,NLA12_TX-114,White Rock Lake,TX,32.8367,-96.7196,7/26/2012,0.35,9.05,427.152,all,1
1069,NLA17_TX-10006,White Rock Lake,TX,32.8367,-96.7196,6/20/2017,0.7,11.3,427.152,all,1
1070,NLA17_OK-10089,Whitegrass-Waterhole Creeks Site 6 Reservoir,OK,33.9256,-94.9734,8/28/2017,0.3,44.6,22.5844,all,1
1071,NLA12_IN-111,Whitewater Lake,IN,39.6082,-84.9715,7/31/2012,1.05,4.89,72.7512,all,1
1072,NLA17_IN-10029,Whitewater Lake,IN,39.6119,-84.9686,7/26/2017,1.55,3.33,72.7512,all,1
1073,NLA12_IL-R03,Whoopie Cat Lake,IL,37.4828,-88.3258,6/13/2012,1.43,3.7,5.06063,all,1
1074,NLA12_IL-R01,Whoople Cat Lake,IL,37.4774,-88.3274,6/11/2012,2.38,2.06,12.0275,all,1
1075,NLA12_WY-R08,Wiant Reservoir,WY,41.3649,-106.346,8/21/2012,5.95,0.52,10.9205,all,1
1076,NLA17_NC-10007,Wildcat Lake,NC,36.1479,-81.8828,6/27/2017,1.45,2.5,4.07164,all,1
1077,NLA17_NV-10090,Wildhorse Reservoir,NV,41.6536,-115.795,6/20/2017,3.9,2.64,897.827,all,1
1078,NLA12_NE-106,Wildwood Lake,NE,41.0354,-96.8377,7/23/2012,0.35,21.2,29.2233,all,1
1079,NLA12_UT-104,Willard Bay Reservoir,UT,41.3754,-112.09,6/7/2012,0.875,8.54,3987.61,all,1
1080,NLA17_UT-10004,Willard Bay Reservoir,UT,41.3776,-112.089,6/7/2017,3.1,2.9,3987.61,all,1
1081,NLA12_MT-104,Willow Creek Reservoir,MT,47.5576,-112.449,6/12/2012,3.66,1.4,532.207,all,1
1082,NLA12_NV-105,Willow Creek Reservoir,NV,41.2182,-116.52,7/11/2012,0.63,15.7,233.334,all,1
1083,NLA17_MT-10001,Willow Creek Reservoir,MT,47.5576,-112.448,7/23/2017,6.05,0.97,532.207,all,1
1084,NLA17_NV-10003,Willow Creek Reservoir,NV,41.2182,-116.52,6/19/2017,5.1,3.01,233.334,all,1
1085,NLA12_WI-109,Willow Reservoir,WI,45.7196,-89.8815,8/22/2012,1,11.3,1780.12,all,1
1086,NLA17_ID-10088,Winder Reservoir,ID,42.1776,-111.877,7/19/2017,5.05,1.4,30.6957,all,1
1087,NLA12_IN-116,Woodland Lake,IN,39.2776,-86.2121,7/19/2012,4.45,0.97,6.31554,all,1
1088,NLA17_IN-10006,Woodland Lake,IN,39.2776,-86.2121,8/12/2017,3.8,1.08,6.31554,all,1
1089,NLA12_TX-148,Worthington Lake,TX,33.2709,-98.151,7/15/2012,0.19,47.7,20.2055,all,1
1090,NLA12_VA-105,Wrights Pond,VA,38.2177,-77.6699,7/11/2012,0.885,4.37,15.4488,all,1
1091,NLA12_KS-125,Wyandotte County Lake,KS,39.1564,-94.788,6/8/2012,2.75,1.62,124.571,all,1
1092,NLA17_KS-10007,Wyandotte County Lake,KS,39.1665,-94.782,6/5/2017,3.3,1.56,124.571,all,1
1093,NLA12_WY-107,Wyoming Hereford Reservoir Number 2,WY,41.1263,-104.643,7/7/2012,2.12,2.21,53.802,all,1
1094,NLA17_NE-10060,Yankee Hill Lake,NE,40.7291,-96.788,6/27/2017,0.415,31.8,70.2001,all,1
1095,NLA12_IN-146,Yellowwood Lake,IN,39.1859,-86.343,7/18/2012,2.8,1.39,47.071,all,1
1096,NLA17_IN-10047,Yellowwood Lake,IN,39.1859,-86.343,6/20/2017,4.3,1.02,47.071,all,1
1097,NLA12_CO-114,Youngs Creek Reservoir Number 1,CO,39.0367,-107.911,6/27/2012,1.4,3.1,5.72683,all,1
1098,NLA17_CO-10009,Youngs Creek Reservoir Number 1,CO,39.0367,-107.911,7/16/2017,3.5,1.21,5.72683,all,1
1099,NLA17_OH-10027,Zepernick Lake,OH,40.7902,-80.9812,6/29/2017,1.15,4.17,16.2257,all,1
1099,,Lake OH Ivie,TX,31.492633,-99.694383,8/7/2022,1.15,2.55,,,
1099,,Lake OH Ivie,TX,31.502617,-99.66905,8/7/2022,1.5,1.13,,,
1099,,Lake OH Ivie,TX,31.554717,-99.713467,8/7/2022,0.95,2.36,,,
1099,,Lake OH Ivie,TX,31.58,-99.684533,8/7/2022,1.18,2.78,,,
1099,,Lake Brownwood,TX,31.824617,-99.057317,8/6/2022,1.065,5.42,,,
1099,,Lake Brownwood,TX,31.83805,-99.097983,8/6/2022,1.1315,14.4,,,
1099,,Lake Brownwood,TX,31.8388,-99.004467,8/6/2022,1.575,2.66,,,
1099,,Lake Brownwood,TX,31.886317,-99.021583,8/6/2022,1.49,12.6,,,
1099,,Red Bluff Reservoir,TX,31.901717,-103.913717,8/8/2022,1,3.57,,,
1099,,Red Bluff Reservoir,TX,31.928883,-103.91895,8/8/2022,1.13,3.36,,,
1099,,Red Bluff Reservoir,TX,31.9463,-103.942183,8/8/2022,0.93,4.33,,,
1099,,Red Bluff Reservoir,TX,31.969367,-103.947133,8/8/2022,0.88,4.99,,,
1099,,Red Bluff Reservoir,TX,31.986317,-103.981383,8/8/2022,0.4,11.4,,,
1099,,Red Bluff Reservoir,TX,32.00235,-103.979733,8/8/2022,0.375,16.6,,,
1099,,Lake Bonham,TX,33.64784958,-96.16458728,7/14/2022,0.6,8.6,,,
1099,,Lake Bonham,TX,33.64784958,-96.16458728,7/15/2022,0.7,7.8,,,
1099,,Lake Bonham,TX,33.649117,-96.148267,7/14/2022,1.1,5.17,,,
1099,,Lake Bonham,TX,33.649117,-96.148267,7/15/2022,1.2,5.38,,,
1099,,Lake Bonham,TX,33.65165,-96.136733,7/14/2022,1.4,5.21,,,
1099,,Lake Bonham,TX,33.65165,-96.136733,7/15/2022,1.1,7.4,,,
1099,,Lake Bonham,TX,33.653917,-96.161033,7/14/2022,1.2,6.5,,,
1099,,Lake Bonham,TX,33.656033,-96.157833,7/14/2022,1.25,6.15,,,
1099,,Lake Bonham,TX,33.656033,-96.157833,7/15/2022,1.3,6.06,,,
1099,,Lake Bonham,TX,33.66265,-96.149,7/14/2022,1.2,6.8,,,
1099,,Lake Arrowhead,TX,33.67108,-98.3864,8/12/2022,0.235,33.8,,,
1099,,Lake Arrowhead,TX,33.68267,-98.4266,8/12/2022,0.135,67.3,,,
1099,,Lake Arrowhead,TX,33.70428,-98.3622,8/12/2022,0.3,27.2,,,
1099,,Lake Arrowhead,TX,33.74623,-98.3876,8/12/2022,0.47,15.6,,,
1099,,Lake Arrowhead,TX,33.76283,-98.3658,8/12/2022,0.65,11.8,,,
